,review,label
126," isnt this suppose to be TRANSFORMERS????? well more than half this film was about stuipid teen agers hormons...I mean, who honesty didnt think the two boy and girl couple were not going to get together......The fights were terrible...they looked absoluting beautiful (the transformers, that is) but the huge ending fight was over in like 2 mins TOPS! and it was like a 2 hit fight....like what the hell? isnt Spelberg attached to this film? you know the one who brought us Indania Jones and E.T.......can anyone say that they actually gave to F's for the humans? isnt that Spelbergs big thing? every time i hear him talk about films its always about 'the charaters! I dont care aboutr the effects, I love the charaters' (which should be true) but this film was NO example of that. I guess i can say I felt terrible for the transformer's themselves sense they were being carryed through this disrepectful 'summer time' movie.....However, Not even Micheal Bay can ruin this franchise, but he sure put a baaaaaaad taste in my mouth for whats to come for our robot friends.",0
127," -Opinion: this is what each individual has, so why attack them, insult them, or even threaten to beat people up? -As for my opinion, I didn't enjoy the movie. I went in wanting to really like because 1) the trailers looked great 2) Steven Spielberg was executive producer 3) I've seen some of the older episodes of the show and the old movie. -Let me say that I don't have any bias against Micheal Bay and I don't watch South Park. -I didn't like it because it was just too stupid and silly, breaking away from any main plot-thread which should keep me engaged. It ventured off course too often just to get in a pointless joke. For example, when the squad of soldiers fight Scorpinok, and that one soldier tries to talk directly to the Pentagon only to be met with some tech support guy in India. Totally pointless! Some people laughed, but that just ruins the flow and sincerity of the movie. Was there any conceivable reason to break the action, suspense, and gravity of a life-and-death situation to get one joke in? It's like while penning the script the writers included whatever they thought was funny. Some jokes were way too immature, like the mom asking Spike if he's masturbating in his room (which isn",0
128, None of the original Transformers characters were there,0
129,"Ah, my kind of stupid. You know what, I love dumb movies. As long as I care about the characters, i'll have a great time. Well, this is one of those movies that defines this. This movie is way too friggin cool!! Michael Bay and Steven Spielberg deliver a heart-pounding, explosive blast of a time!! Filled with action, explosions, epic robots, and the hottest girl to walk on the earth, Transformers is an incredibly awesome blast that you have to watch.",1
131,"Posted on 3/20/11 02:35 PMI know a number of you are going to disagree with my rating for this film, but you know what? Screw it, I loved this movie. Yes, Transformers has Shia LeBeouf and Megan Fox acting front and center with a storyline that isn't as interesting as it tries to be, but remind me, whats the title of the film? Transformers. So, who are the true stars of this movie? THE TRANSFORMERS! We didn't watch this movie to see the character developments of Sam Witwicky and Mikaela, we watched it to let our brains off the hook and watch huge CGI autobots fight it out with huge CGI Decepticons, and in that department, the film succeeds, and even surpassess expectations. Huge battles taking place in the desert, on the highway, right in the centre of town, Michael Bay is not afraid to show off the CG-eye candy with (what else?) explosions and big destructions. As for the human side of things, you know Sam and Mikaela are going to get together before long in the film because, well, they're the films leads, but its not too terrible seeing them on their journey to becoming together. Jon Tuturro and Sams parents are funnier than they have any right to be, and Sams mom definately shines in the comedy (or awkwardness, depending on your viewing) when she asks Sam if he's been, ahem, ""partaking in bedroom exercises"" Yeah, we all know this film isn't perfect, one such scene is when Sam manages to outrun Megatron, a decepticon who could simply take a few steps forward and catch up to Sam, but doesnt seem to manage to. Also, quite a bit (okay, a LOT) of the dialogue is bad and cringe-worthy. Also, the film may be Transformers, but quite a bit of the film is centred on Sam and Mikaela, so don't go in expecting wall to wall Optimus and Bumblebee and Starscream. In the same year we got trilogy dissapointments such as Spiderman 3, Shrek the Turd and POTC: At Worlds End, its great to have the Transformers there to pick up our year. Just a shame we got Revenge of the Fallen though...",1
133,"I do enjoy this movie. The action is sleek, and the voice actors are top notch, with great special effects. There are several nodds to the series, which is fun for the older fan. It does suffer from being a big action flick, but this is giant robots fighting, so that is pretty much the territory. The Autobot's shine in the film, and that is just the way I like it. Yes, it isn't the most artistic film out there by a long shot, but it is enjoyable!",1
134,"Great Movie! but the first one rocked . that's it. oh, found a transporter in france :)fun to watch: http://www.lookeen.net/de/352/allgemein/deutsch-e-postbrief-lookeen-stellt-sich-der-herausforderung/",1
135,very good popcorn-action-cinema. For fans of the Transformer-series very satisfying.,1
137,"Sure, Transformers is flawed, with a long length and some laughable scenes, but the action, good directing, a script that works, and overall fun humor and entertainment, Transformers is a slightly above average Blockbusters that makes Transformers work in the Hollywood world.",1
138,"First off i rate movies more by the entertainment value not the fancy specifics that make some film ""GREAT"". Well this movie is my Favorite novie of all time. It has intense action, a very interesting story, Awesome and bad ass characters, and some awesome special effects. The story is simple yet highly entertaining. Two kinds of alien robots (the Autobots and the Decepticons) are searching for a power artifact from cybertron called the All-Spark. While the Autobots plan to use the cube( the All Spark) to rebuild their home the decepticons want to use use the cube for evil. Both groups track the cube to Earth. That is the introduction in less awesome words by Optimus Prime leader of the Autobots. Chaos ensues in the next scene as Major Lennox and his team is introduced during an attack on their base in Quatar by a Decepticon. The next character introduced is Sam Witwicky, a teenager hell bent on selling his great grandfathers trinkets used in an expedition to the arctic circle which plays key to the story so he can buy a car. That car turns out to be the Autobot Bumble Bee. And of course Chaos ensues afer that as well. Thats all ill say on the story. The acting is really good if your interested in that,  but the special effects also help make a real unique experience. By far the best movie ever!!!( or for me at least)",1
139,"Pure escapism, total in-your-face intense action from beginning to end. It is a fantastic movie because it makes you feel like a child with a new toy again.",1
140,"Great Movie!!! Very Action packed. It's wasn't the same Transformers that I grew up on. It's very action packed and if you don't like action movies,then you will not like this one. If you don't know what the transformers were about you may not understand the movie. Go with the flow,good movie,great story line, lots of action.",1
141,"It gets a 1 because I have an irrational soft spot for Bumblebee. Everything else is loud noise, explosions, plot holes and exposition that sometimes involves giant robots.",0
142,"Although i would've prefered the Transformers to look more like their original counterparts(especially Megatron in Robot form & Optimus Prime in Vehicle form),& to have the original megatrons voice to add to Peter Cullens Optimus Prime,this is a massively entertaining movie! In terms of story,humour,characters,special effects & action.Thhis movie is definately up there with my other favorates.I dont get the Micheal Bay hating though.He makes great action movies,end of.",1
143,The superb special effects mask what is a shallow storyline but the movie is still worth watching for anybody that has even a feint interest in action movies.,1
145,Typical Michael Bay movie with great Mech fights,1
147,"This movie really caught me off guard, I wasn't expecting the spectacle that is Transformers. From the moment Optimus Prime and the Autobots entered the picture I was truly enamored. Not only does this movie satisfy the action side of me that likes to see things go BOOM, it also has a healthy blend of humor and a good amount of awesome Sci-FI themes as well. The main human protagonists are fairly enjoyable to watch, but I did feel like they had a bit too much screen time, I mean I did come to see a movie called Transformers right? other than that minor complaint I really enjoyed myself, sure the plot was really simple and character development was at a minimum but the sight of those robot on the screen was just mesmerizing. I had never been so convinced by CGI up until that point. Transformers may not be the most faithful adaption to the 80s cartoon show but there is a certain charm to it that just brings out that nostalgic feeling you had when you played with the toys as a kid. This movie is most certainly worth checking out!",1
148,"Things go boom.  Seriously, who expects Dostoyevsky from a Transformers movie?  Pure mindless, action entertainment, if that's what you're looking for in a shiny high graphics package then hey... this is it.  I enjoyed it for that simple pleasure.",1
149,"When Decepticons arose to power, I really hoped they at least wouldresist good to the ""good guys"", but they just had so many flaws andwere so easily destroyed even by humans, well let's put aside theseinconsistencies with reality, the film main audience are naiveteenagers, only they can't get annoyed by film's apartness fromreality. And also implementing a political undertone in the beginningof the film, it doesn't add courageousness when you just repeat""official stance"" on specific matter, would have been much insightful if it was in contrary to the state's stance or even better don't add such a controversial topic as Iran's nuclear program because it's not the only country to have it and I'm pretty much sure no one ever asks or investigates their motives for doing so and it can be said with no doubt, they wouldn't come up with this for no reason or just because they're evil. So minus for adding political propaganda, even if there's a little of it.",1
150,"It was a good movie. With a cool cast and amazing special effects for 2007 It couldn't be terrible. It was actually a brake from one of Michael Bay's outlandish, boring, and incredibly long empty plotlines with only special effects to its name. But this one carrying out 3 stars and a 61 for metascore it's for sure one of his greater films. Maybe even his best(other than The Rock). It was a uniquely sculpted look at the old and loved T.V. series and action figure fad that I loved so much earlier in my life. I thought it was a fine movie and will be remembered by many in the future.",1
152,"I wasn't particularly impressed with this movie when I watched it for the first time but then it grew on me. Michael Bay has had a bumpy track record, sure, but this movie is remarkable even by every other director's standards. The visuals of course, are simply amazing, the acting is solid and the humor hits the mark. It felt often as though they were trying too hard to make this movie a cash grab, however it's still well done.",1
153,"Since seeing Transformers Dark of the Moon, people have asked me to do a review on the other two films so ill start with the first. definitely one of the best action movies made, the effects are spectacular and breathtaking to look at, and with Peter Cullen back as Optimus Prime (the original voice of Prime) It just makes this action film all the better. Many people I know have complained about how, in the final, I dont know, 45 minutes with the whole city fight, everyone was complaining about how, like, ""I can't tell who's who,"" ""Who am I rooting for."" I hear those complaints all the time about this film, and to me, I really didn't have a problem with it, after sitting through 2 hours of this I was pretty used to what each Autobot and Decepticon looked like. For instance, for the Autobots, i could tell it was prime because, everyone knows he's a Semi, but I also knew it was him from the voice and his colors, or say for the decepticons, I knew it was Starscream because of how he is a jet and has jet wings on his back, or Blackout, because he had helicopter propellers on his back, so I didn't have trouble with it. Another complaint I hear with this movie is that, the human scenes and characters are stupid and nobody watches a Transformers movie to watch the humans, personally I didn't mind them. I thought Shia Laboeuf was good, and Anthony Daniels, they were all great funny characters. All I have really left to say is that, the only problem I have with this movie is the police droid Barricade, You see him clearly in the city fight, but he vanishes after they show him driving into the city, and there are no deleted scenes on the DVD, so I have no clue what happened to him, and he isn't in the second film either, he makes a brief cameo in Dark of the Moon, but then he vanishes again just after his leg is shot off. With Starscream they give an explanation that he flew off into space, they even show that in the credits. But overall this is my 5th favorite movie ever",1
154,"Transformers almost feels like an entirely new genre of film. Surprisingly, these robots in disguise actually have personalities, and you want to care for these characters.",1
155,Great visuals and actions with bullets and missiles flying by. This movie is like a complete military showdown. But there should be more actions where the Autobots fight the Deception.,1
158,"There is one thing that Michael Bay likes to do, and its his overwhelming need of dramatising every single thing in front of you, whether its a few soldiers pacing across an airfield, cue epic music, a few people climbing out of a car, cue epic music, this happens over and over again in Transformers, the loud, big-budgeted sci-fi film that is fun, silly and full of massive robots that can only be admired, but the film also brings an over-bearing human element that can way the film down. Bay certainly has an eye for the spectacular and epic, with Transformers being no different, we open with a brief introduction from a booming robotic voice telling us about the war between the Autobots and Decepticons, an ancient alien race from the planet Cybertron who bring their battle to earth in search of the AllSpark, a powerful cube holding vast amounts of energy capable of massive amounts of power and of course, destruction.Sam Witwicky (Shia LaBeouf) is the unlucky human caught in the midst of this war, as his grandfather made the discovery of these robots many years before, Sam now hold a pivotal piece to the puzzle which is needed by the Transformers. But this young teen has his own troubles, something we are seemingly forced to care about, a teen drama involving Sam getting the girl, in this case, a beautiful girl called Michaela (Megan Fox), who doesn't have to do very much onscreen except move her body to certain angles so as she can be filmed in certain ways, its wasteful but I suppose necessary, because every film needs the good looking girl, right? This drama along with an over-arching military thread of a story certainly leaves very little room for the Transformers, who become a side note, even though the film is almost 150 mins long. But in terms of spectacle, it doesn't get much bigger than this, the way these robots transforms from vehicle to natural form looks amazing as these aliens tear each other apart in the air and on the ground, special effects don't get much better than these, as the realism of these machines unmatched.There are certainly many things to like about 'Transformers', we have spectacular set-pieces and some heavy lifting robots there to entertain us, but these robots also feel very underused, while the human element starts off light-hearted but becomes serious which in turn is just ludicrous. Even though there is comic relief to be found in John Turturro as a dedicated agent and a small role for the late great Bernie Mac, Transformers has an unlikeable and far too talkative lead in Shia LaBeouf's Sam Witwicky, more focus should definitely been put on the aliens.",1
160,"I hadn't seen this movie in a while and I forgot just how much I enjoyed it. I thought the action sequences were incredible and if nothing else, these make the movie worth watching. However, I also thought the cast was great. Josh Duhamel, Tyrese Gibson, Rachael Taylor, and many others make up a deep and talented supporting cast and while Shia LaBeouf and Megan Fox both take a lot of heat for various reasons, I thought both of them were fantastic in this film. I also enjoyed how the plots developed. You have varying aspects of the entire story developing separately and with different styles but they merge in the end seamlessly. There were also plenty of funny moments that get some laughs. Most of them of by way of comedic relief characters in the decepticons but a lot of the dialogue was also humorous. Overall, this movie is definitely one of my favorite comic/superhero movies.",1
162,"Now here is a decent action movie. It's not great, but it's definitely not bad. It's kind of what you would expect from Michael Bay, nothing more, nothing less. It doesn't have a great cast, but who cares? Go rent it and have fun!",1
163,"This film was nearly unbearable. The special effects are well done, albeit excessive. I thought the action sequences were lackluster (and those were the main event). Unsurprisingly, I found myself yearning for something greater by the end, but I became cynical about the sequels.",0
164,"This is a giant mess of a movie. Even the action sequences are unable to redeem it. From the very first shot, you will be left in a state of confusion that is never resolved. The plot is all over the place and the piss poor editing is nauseous.",0
166,Perhaps the best special effects I've ever seen in a movie. The transformations are amazing not to mention super-awesome. The CGI fits in seamlessly with the live action and it's easy to forget how logistically difficult a lot of it would have been to film.,1
167,"Good action, a pretty good story, hot girls, and giant transforming machines are what Transformers offers, and delivers superbly.  I had the pleasure of seeing this for the first time in a drive-in theatre on a mild summer night.  Everybody, and I mean everybody, had their vehicles open and the sound pouring out, and it made for an excellent experience.",1
168,Michael Bay has finally made a good film. The story was rock solid with visuals that were excellent. Even though I don't care for Megan Fox as an actress she didn't do a horrible job. I think everyone would enjoy this film.,1
171,"""Transformers"" is an entertaining explosive summer movie directed by Michael Bay. Like all Bay movies, the script is pretty weak but the action is exhilarating. However, ""Transformers"" has a pretty good plot combined with excellent CGI, making this Bay movie a recommended summer blockbuster.",1
173,"Well with Age of Extinction right around the corner I figured there was no better time to look at the movie that started it all. The plot is actually better than you'd expect in a giant robots fighting movie, with the Autobots trying to find the Allspark before the Decepticons who all have really cool names (my profile is named after Starscream so I guess I'm kind of biased) The acting's not bad either all though it's funny to watch now since we all know what became of Shia LaBouef. But of course the action's all that matters and while I feel that this is the weakest of the trilogy in terms of action, watching two robots fight it out in the middle of a crowded city never gets old. However by far the most important aspect of this movie is that it introduced a generation of new fans to one of the greatest sci-fi sagas ever told, which is certainly something to be proud of.",1
176,"I don't know why people hate this film because there is no ""philosophical messages""; just light and noise. And? The TV series were just like this. Michael Bay just did what he had to do: resurrect Transformers, with spectacular visual effects and amazing action. I'm Spanish, so I say... Viva Transformers y un aplauso para Michael Bay.",1
179,"I never really expect this movie to be anything, since I never imagined that a live action version would work at all. BUT, I hate to say it, Michael Bay didn't do a bad job with this movie (I feel so dirty right now!) This movie acts as a great introduction to the transformers and does a decent job making them believable and reintroducing them to this generation while still showing respect to its fans (not as much as they could have, but enough.) Overall: A fun movie that did its job and reawakened my love of the Transformers franchise.",1
180,"This is not a good movie at all. The story is extremely dull and it's pretty much about big explosions and special effects, but I'm sure you already knew that. I'm also pretty sure that the characters were intentionally designed for you to hate all of them by the writers. So to summarize this awful movie in short, terrible story and characters. Absolutely nothing but special effects.",0
182,"The only good movie in the series.  Unlike it's sequels the action is very impressive, instead of annoying, the humor works, instead of giving headaches, and the scenes with human characters are actually passable.  The story needs some work, and it can at times be kind of stupid, but it's nowhere near the shear mental handicappedness of its sequels screenplays.  It's not anywhere near perfect, but it shows that the franchise had potential and could be entertaining at one point.  Why did revenge of the fallen have to be such a huge disappointment?  Did they even try to make a decent sequel?  I don't think so.",1
183,"Transformers is a great Science- Fiction/ Action movie because it kept me entertained the entire time and it never lost my interest once. Plus the acting, special effects, action scenes, dialogue, humor, and the awesome climax all combined make one heck of an action movie. P.S., Even though it's 144 minutes long, it doesn't matter because you will be on the edge of your seat the whole time.",1
184,this movie is surprisingly good  i don't normally like movies with massive technology and massive production but this movie took me by surprise  with it's great story  original idea  great performance by Shia LaBeouf and i loved the transformations in this movie and the comedy was actually pretty good.,1
185,"This movie has got really good effects. Also it doesn't gets you bored. There is some funny part, some dramatic parts. This movie is full of action. If you want to watch a movie which do you want to impress you then you should watch this movie.",1
186,"I think out of all of Michael Bay's movies this one was surprisingly his best. This was a fun action-packed thrill ride. Bay does tend to (at times) throws in some stupid humorous scenes that distracts the story. Like the scene when Sam's parents barge into his room. That scene was completely unrelevant. Plus Sam's ""mom"" is just so freakin weird. But thank God he doesn't do as much as his other films. Overall, this was an enjoyable action thriller that re-defines Hasbro's classic.",1
188,"A solid start to a shaky trilogy, the action was mind-blowing and the acting wasn't bad either. The last battle between Optimus and Megatron topped off a strong movie",1
190,"I don't like long multiple plug for products in movie it is shameful Bay needs to learn commercials are for tv not movies. Cliche after cliche is annoying nerd gets hot girl,government incompetent until the end etc. Micheal 'the butcher' Bay does it again. But is was entertainment non the less.",0
192,"This is how Michael Bay make horrible movies into good, explosive, and entertaining summer movies. The fans of the classic Transformers franchise or the old-school Michael Bay movies won't be disappointed watching this.",1
193,"Like any typical Michael Bay film, the action and explosions come in the masses, but the story seems to have forgotten to be believable. But, did you see Transformers for a tightly plotted story, or to have a deluxe popcorn movie? That's what I thought.",1
194,"It's a film about explosions, but rest assured, you can look past the dizzying plot and unlikable characters to see that it's just a film about really awesome robots fighting each other.",1
195,"man I loved this movie so much when I was little and I don't blame my little self, this movie was one hell of a ride when it got to the action! the action was amazing I just couldn't turn away! but the only downside was Micheal bay putting in a love story, I'm tired of seeing love stories in movies.",1
196,"Transformers is visually stunning and has thrilling action sequences, but offers very little depth, extremely poor character development, and is mostly brainless.",1
197,"What's this? Michael Bay actually making a good film? 'Tis true, ""Transformers"" is actually a pretty good film. Sure, it's characters aren't amazing, and it's a little too long, but ""Transformers"" is one of the few movies that actually ends up being a great time, even if it's only great for its visuals and action. But man, the action scenes are fantastic. It's not cinematic brilliance, but Michael Bay has crafted a nice film in ""Transformers"" and it's definitely worth one watch.",1
198,"The film that destroyed almost every shred of faith I ever had in ""blockbuster"" movies. How Michael Bay can make a fight between two giant CGI robots one of the most boring things I've ever witnessed, I will never know...and for this reason, I'm forced to categorise this as an ""art film"" ('cause Lord knows, I certainly didn't ""understand"" it)!",0
199,"Good start to the franchise, could have been better had Bay focused on the Transformers and less on the underdeveloped human characters. Its a good technical achievementm the special effects still hold up well when Bay assaults your eyes and brains with his usual ""Bay-isms""",1
201,"Demolition success of Michael Bay, the effects are great and amazing fights. No doubt the work that I create this amazing movie.The only bad thing was the footage, because I found something bad. But otherwise, this perfect.",1
203,"Aliens make Earth their final battleground. As the forces of evil seek the key to ultimate power, Earth's last chance for survival rest in the hands of young Sam Witwicky.",1
204,"I'm not a huge fan of Michael Bay but this movie is just wow!The movie have one of the best visual i have ever seen,and there is a lot of action.The only bad point is in the fights scene because the camera is always moving and we can see a single thing.",1
206,"Technically speaking fellows and ..girls My REAL rating for this movie is a 8.5/10. I just rounded this number and it goes to a 9 , to be fair. Too bad metacritic doesn't allow you to give a rating like a ""8.5"" DUE TO THE FACT THERE IS A DECIMAL. But anyway, now that you know my real score, Transformers, is one of the BEST CGI FLICKS I HAVE EVER SEEN. And many reviews hold this line. Looks like Michael Bay has spitted out his inner self with this film, lots of behemoth bots smashing things up and the robots are just plain cool looking when transforming into earth's everyday machines. I am so glad I got this movie on Blu-Ray ( got the blu-ray player on black friday (2014). Hopefully, I'll see the movie in 3D or 4K one day. Transformers is a definite fun summer blockbuster movie and something new and fresh to see on the screen. Transformers have transformed people into fans and this will satisfy in the amazing CGI action route for pratically EVERYONE.",1
207,"After watching Transformers, I must pay homage to director Michael Bay for sharing his recreational interests with the rest of the world. Until this moment, I knew little about his fierce fervour towards the field of alchemy. But now I perceive him as a perfectionist. He has somehow turned human excrement into film.Transformers is a 2 and 1/2 hour long video game that the audience isn't allowed to play. On the IMDB trivia page it says 'The most amazing thing about Transformers is that they set the release date without a completed script'. I beg to differ. The most amazing thing about Transformers is that they finished filming without a completed script. Transformers is contrived, convoluted and incoherent on so many levels that most would call it unworthy of serious examination. Transformers isn't only critic-proof, it resists serious criticism. You might as well analyse a beach ball. The immoderate overload of CGI, ugly set-pieces and mind numbing action made it impossible for me to shut my eyes and dream of a better movie. It's not merely bad; it's unpleasant in a hostile way. Apparently Michael Bay was inspired by David Cronenberg's 1996 film Crash. And now that I think about it, I can see the mild resemblance. Both movies are like watching automobile accidents. Only one was intended to be. Add it all up, and what you've got here is a waste of good electricity. I'm not talking about the electricity between the actors. I'm talking about the current to the projector.",0
208,Transformers (2007) is an awsome movie. The CGI effects are so great that they look real. The action is amazing. The transformers are great. I recement this movie to people who loves giant robots and much action (There are small action scenes in the first half and a big battle in the end).,1
212,"I guess this one's good.  Entertaining in a very Michael Bay-ish way, but still fairly solid in its own right.  The action was good, the effects were great, and the humor wasn't all too bad either.",1
213,"Muy bien hecha, la historia, los efectos y las secuencias de acción son entretenidas y muy bien elaboradas (la mejor de todas) Es triste como la primera parte de esta saga es lo mejor que hicieron en tantos años, pues a pesar de contar con efectos de sobra y chistes a veces tontos, la historia tiene sentido.",1
214,"Tra tutti i film live action basati su una serie animata,su un fumetto oppure su dei super eroi in particolare,Transformers rimarrà per me uno dei migliori mai creati,una saga che inizia bene e continua ancora meglio,infatti il quarto capitolo è per ora il migliore della quadrilogia,a mio parere.",1
215,"After watching Transformers, I must pay homage to director Michael Bay for sharing his recreational interests with the rest of the world. Until this moment, I knew little about his fierce fervour towards the field of alchemy. But now I perceive him as a perfectionist. He has somehow turned human excrement into film.Transformers is a 2 and 1/2 hour long video game that the audience isn't allowed to play. On the IMDB trivia page it says 'The most amazing thing about Transformers is that they set the release date without a completed script'. I beg to differ. The most amazing thing about Transformers is that they finished filming without a completed script. Transformers is contrived, convoluted and incoherent on so many levels that most would call it unworthy of serious examination. Transformers isn't only critic-proof, it resists serious criticism. You might as well analyse a beach ball. The immoderate overload of CGI, ugly set-pieces and mind numbing action made it impossible for me to shut my eyes and dream of a better movie. It's not merely bad; it's unpleasant in a hostile way. Apparently Michael Bay was inspired by David Cronenberg's 1996 film Crash. And now that I think about it, I can see the mild resemblance. Both movies are like watching automobile accidents. Only one was intended to be. Add it all up, and what you've got here is a waste of good electricity. I'm not talking about the electricity between the actors. I'm talking about the current to the projector.",0
216,"Yes, this is one of my most favourite films! Even though i'm not really a fan of G1 Transformers. I love this film so much! The only problem is that it has less action than it's sequels",1
217,Transformers is a movie filled with solid characters and fantastic CGI and fight scenes. The running time could've been shortened but overall a great movie. Peter Cullen did an amazing job at voicing Optimus Prime as well! 8/10 (great),1
219,"Although, essentially, far from the quality of the original anime series, Bay's first installment of his commercially successful yet critically hammered money-magnet series was quite good. It offered a new perspective on animation and it certainly elevated the technique. The plot was actually quite good, lacking any major holes or inconsistencies and you could certainly enjoy the full length of the movie without actually wanting it to stop. The actions scenes, so characteristic for Bay and his work, actually had a measure and the movie gave you just the right dose of such scenes not to bore you or laugh you to death. The Transformers were crafted in a very interesting way, adding dynamics to the somewhat too robotic interpretation we've seen in the animated series. The only thing you couldn't actually ignore were Megan Fox and Shia LaBeouf. Megan is a really, really bad actress... I don't have anything else to add. Shia has, in some of his more recent roles, shown a certain amount of skill, but his role in the Transformers series wasn't all that good. You just couldn't get past the irritating teenager act and he never actually tried to elevate that, despite certain possibilities. On the other hand, Turturro was a definite scene-stealer, but even Bay can't eliminate the quality of John Turturro. All in all, the first Transformers film was a well-realized project that actually gave us high hopes which were, sadly, annulled throughout the years. Something worth watching, certainly, even for those who aren't Transformers fans, but still, note that you shouldn't expect more than a better-than-average action movie with giant robots transforming into all kinds off stuff.",1
220,"You can't go into this movie expecting THAT much, but for action it delivered the goods like no other movie in 2008. Sure, Bay has no shame, and he uses every cliche in the book, but it's still a fun ride, and Shia LeBeouf adds some weight to the mayhem. If nothing else, rent it for Megan Fox, man...seriously...",1
221,"Of all the films that Michael Bay has directed, this and 'The Rock' (1996) are some of his cleanest ones. However, I think that if 'The Rock' didn't exist, this film would be a 9 or even a 10. But it gets an average 7 and here's why. 'Transformers' follows the story of a young, high school boy named Sam Witwicky (Shia LaBeouf) who gets caught in an incident when a group of autobots want his grandfather's glasses that contain some secret piece of information. The lead autobot is Optimus Prime (voiced by Peter Cullen) who wants Sam's help to retrieve theses glasses and keep it away from the evil Decepiticons. Sam has a car that is also a transformer who is called ""Bumblebee"", and can only communicate with Sam via radio stations. Megan Fox plays Mikaela, Sam's love interest, who sticks around because the screenplay says so. While convincing acting can be tough to come from Fox, these two actors do have very good chemistry together and they seem convincing as a couple. Why she sticks around during all this robot rumble though can be a little hard to believe. The film's biggest weakness however, is the comedy. We've seen elements of comedy in past action movies, but they were always subtle and the director's of those films didn't rely on funny one-liners or ironic incidents to keep their movies at an entertaining pace. Another weakness is the run-time, while 'Transformers' isn't the most difficult movie to sit through with all the robot destruction and explosive action, the run time can make it feel like you're sitting through an extended edition of 'The Lord of the Rings: The Return of the King' (2003). The film goes on for half an hour too long, and you know it's a problem when you stop caring for the characters after having seen what they've gone through in the first two hours. Michael Bay is a very ambitious director, famous for not being so respected with film critics and typical movie-goers, but here, he has demonstrated that maybe he can direct an action film, a ""Transformers"" film at that. I never grew up with the Hasbro Transformers toys as a child, I was more of a Lego kid. Maybe my opinion on this film may not count, but, you either judge this as a film based on toys, or you judge it as an action film in general...I think action fans will get what they deserve, but overall, there has been better.",1
222,"This movie might espouse some jarring Michael Bay oversexualisation and explosions, but there is no doubt that this film is a great, and the only good Bayformers film. Endearing nods to the cartoon, epic soundtrack by Steve Jablonsky, interesting story, good acting, amazing action and CGI, and a perfect amount of human-Transformer interaction. Bay hit it out of the park. I just wish the other 4 films had been made with love and care like this one.",1
223,"61? 6.9? Are you serious? I will say again, as I've said in previous reviews I can't stand that this site has credibility when it rates something like Transformers, the original movie that spawned the most brilliant CGI and action that we've seen in our lifetime, a 6.5/10. Not to mention the huge budget it provided for the next, whatever, 8 they've made since then, that probably have higher ratings on this site. But I guess I'm here to try to swing the pendulum. Michael Bay forged the future of movies and action movies but nobody wants to give the movie the credit it deserves. Not to mention, this franchise is the 11th highest grossing of all-time. By fact, and by way of cause-effect, that couldn't have happened without a good starting movie.",1
224,"Сценарий слаб, но эффекты спустя 10 лет до сих пор смотрятся потрясающе. Всё таки - это лучший фильм в серии, чем дальше, тем хуже. Итог: Поклонникам боевиков рекомендую к просмотру.",1
226,"This movie is pretty amazing. By far, one of the best of Michael Bay's career. Its a pretty good adaptation that stayed true to the cartoon. Had good acting, groundbreaking CGI, plenty of entertaining action. This is one of the movies that the military would very much be involved and they are incorporated into this movie well. Of course, this movie had some Michael Bay-isms and some of them worked well in the movie like the explosions. But of course, we had the others that were unneeded but still, very easy to overlook because of how great the rest of the film was. Loved it when I first saw it and I still love it now.",1
227,Transformers is a fun action popcorn flick with plenty of entertainment value and likable characters and survives the poor script and stereotypical humour,1
